mode_value,filename
12,ROIs2017_winter_lc_102_p210
14,ROIs2017_winter_lc_102_p211
14,ROIs2017_winter_lc_102_p212
14,ROIs2017_winter_lc_102_p213
14,ROIs2017_winter_lc_102_p214
12,ROIs2017_winter_lc_102_p215
12,ROIs2017_winter_lc_102_p218
12,ROIs2017_winter_lc_102_p219
12,ROIs2017_winter_lc_102_p220
12,ROIs2017_winter_lc_102_p221
12,ROIs2017_winter_lc_102_p222
12,ROIs2017_winter_lc_102_p223
12,ROIs2017_winter_lc_102_p224
12,ROIs2017_winter_lc_102_p225
12,ROIs2017_winter_lc_102_p226
12,ROIs2017_winter_lc_102_p227
12,ROIs2017_winter_lc_102_p228
12,ROIs2017_winter_lc_102_p229
12,ROIs2017_winter_lc_102_p230
12,ROIs2017_winter_lc_102_p231
12,ROIs2017_winter_lc_102_p232
12,ROIs2017_winter_lc_102_p233
12,ROIs2017_winter_lc_102_p234
12,ROIs2017_winter_lc_102_p235
14,ROIs2017_winter_lc_102_p236
14,ROIs2017_winter_lc_102_p237
12,ROIs2017_winter_lc_102_p238
12,ROIs2017_winter_lc_102_p239
12,ROIs2017_winter_lc_102_p240
12,ROIs2017_winter_lc_102_p241
14,ROIs2017_winter_lc_102_p242
14,ROIs2017_winter_lc_102_p243
14,ROIs2017_winter_lc_102_p244
12,ROIs2017_winter_lc_102_p245
12,ROIs2017_winter_lc_102_p246
12,ROIs2017_winter_lc_102_p249
12,ROIs2017_winter_lc_102_p250
12,ROIs2017_winter_lc_102_p251
12,ROIs2017_winter_lc_102_p252
12,ROIs2017_winter_lc_102_p253
12,ROIs2017_winter_lc_102_p254
12,ROIs2017_winter_lc_102_p255
12,ROIs2017_winter_lc_102_p256
12,ROIs2017_winter_lc_102_p257
12,ROIs2017_winter_lc_102_p258
12,ROIs2017_winter_lc_102_p259
12,ROIs2017_winter_lc_102_p260
12,ROIs2017_winter_lc_102_p261
12,ROIs2017_winter_lc_102_p262
12,ROIs2017_winter_lc_102_p263
12,ROIs2017_winter_lc_102_p264
12,ROIs2017_winter_lc_102_p265
12,ROIs2017_winter_lc_102_p266
14,ROIs2017_winter_lc_102_p267
14,ROIs2017_winter_lc_102_p268
12,ROIs2017_winter_lc_102_p269
12,ROIs2017_winter_lc_102_p270
12,ROIs2017_winter_lc_102_p271
12,ROIs2017_winter_lc_102_p272
12,ROIs2017_winter_lc_102_p273
12,ROIs2017_winter_lc_102_p274
12,ROIs2017_winter_lc_102_p275
12,ROIs2017_winter_lc_102_p276
12,ROIs2017_winter_lc_102_p277
12,ROIs2017_winter_lc_102_p280
12,ROIs2017_winter_lc_102_p281
12,ROIs2017_winter_lc_102_p282
12,ROIs2017_winter_lc_102_p283
12,ROIs2017_winter_lc_102_p284
12,ROIs2017_winter_lc_102_p286
12,ROIs2017_winter_lc_102_p287
12,ROIs2017_winter_lc_102_p288
12,ROIs2017_winter_lc_102_p289
12,ROIs2017_winter_lc_102_p290
12,ROIs2017_winter_lc_102_p291
12,ROIs2017_winter_lc_102_p292
12,ROIs2017_winter_lc_102_p293
12,ROIs2017_winter_lc_102_p294
12,ROIs2017_winter_lc_102_p295
12,ROIs2017_winter_lc_102_p296
14,ROIs2017_winter_lc_102_p297
14,ROIs2017_winter_lc_102_p298
12,ROIs2017_winter_lc_102_p299
12,ROIs2017_winter_lc_102_p300
12,ROIs2017_winter_lc_102_p301
12,ROIs2017_winter_lc_102_p302
12,ROIs2017_winter_lc_102_p303
12,ROIs2017_winter_lc_102_p304
12,ROIs2017_winter_lc_102_p305
12,ROIs2017_winter_lc_102_p306
12,ROIs2017_winter_lc_102_p307
12,ROIs2017_winter_lc_102_p308
13,ROIs2017_winter_lc_102_p311
13,ROIs2017_winter_lc_102_p312
12,ROIs2017_winter_lc_102_p313
12,ROIs2017_winter_lc_102_p314
12,ROIs2017_winter_lc_102_p315
12,ROIs2017_winter_lc_102_p316
12,ROIs2017_winter_lc_102_p317
12,ROIs2017_winter_lc_102_p318
12,ROIs2017_winter_lc_102_p319
12,ROIs2017_winter_lc_102_p320
12,ROIs2017_winter_lc_102_p321
12,ROIs2017_winter_lc_102_p322
14,ROIs2017_winter_lc_102_p323
14,ROIs2017_winter_lc_102_p324
12,ROIs2017_winter_lc_102_p325
12,ROIs2017_winter_lc_102_p326
12,ROIs2017_winter_lc_102_p327
14,ROIs2017_winter_lc_102_p328
14,ROIs2017_winter_lc_102_p329
12,ROIs2017_winter_lc_102_p330
12,ROIs2017_winter_lc_102_p331
12,ROIs2017_winter_lc_102_p332
12,ROIs2017_winter_lc_102_p333
12,ROIs2017_winter_lc_102_p334
12,ROIs2017_winter_lc_102_p335
12,ROIs2017_winter_lc_102_p336
12,ROIs2017_winter_lc_102_p337
12,ROIs2017_winter_lc_102_p338
12,ROIs2017_winter_lc_102_p339
14,ROIs2017_winter_lc_102_p342
12,ROIs2017_winter_lc_102_p343
12,ROIs2017_winter_lc_102_p344
12,ROIs2017_winter_lc_102_p345
12,ROIs2017_winter_lc_102_p346
12,ROIs2017_winter_lc_102_p347
12,ROIs2017_winter_lc_102_p348
12,ROIs2017_winter_lc_102_p349
12,ROIs2017_winter_lc_102_p350
12,ROIs2017_winter_lc_102_p351
12,ROIs2017_winter_lc_102_p352
12,ROIs2017_winter_lc_102_p353
12,ROIs2017_winter_lc_102_p354
12,ROIs2017_winter_lc_102_p355
12,ROIs2017_winter_lc_102_p356
12,ROIs2017_winter_lc_102_p357
14,ROIs2017_winter_lc_102_p358
14,ROIs2017_winter_lc_102_p359
14,ROIs2017_winter_lc_102_p360
14,ROIs2017_winter_lc_102_p361
12,ROIs2017_winter_lc_102_p362
12,ROIs2017_winter_lc_102_p363
12,ROIs2017_winter_lc_102_p364
12,ROIs2017_winter_lc_102_p365
12,ROIs2017_winter_lc_102_p366
12,ROIs2017_winter_lc_102_p367
12,ROIs2017_winter_lc_102_p368
12,ROIs2017_winter_lc_102_p369
12,ROIs2017_winter_lc_102_p370
12,ROIs2017_winter_lc_102_p373
12,ROIs2017_winter_lc_102_p374
12,ROIs2017_winter_lc_102_p375
9,ROIs2017_winter_lc_102_p376
12,ROIs2017_winter_lc_102_p377
12,ROIs2017_winter_lc_102_p378
12,ROIs2017_winter_lc_102_p379
12,ROIs2017_winter_lc_102_p380
12,ROIs2017_winter_lc_102_p381
12,ROIs2017_winter_lc_102_p382
12,ROIs2017_winter_lc_102_p383
12,ROIs2017_winter_lc_102_p384
12,ROIs2017_winter_lc_102_p385
12,ROIs2017_winter_lc_102_p386
12,ROIs2017_winter_lc_102_p387
12,ROIs2017_winter_lc_102_p388
14,ROIs2017_winter_lc_102_p389
14,ROIs2017_winter_lc_102_p390
14,ROIs2017_winter_lc_102_p391
14,ROIs2017_winter_lc_102_p392
14,ROIs2017_winter_lc_102_p393
12,ROIs2017_winter_lc_102_p394
12,ROIs2017_winter_lc_102_p395
12,ROIs2017_winter_lc_102_p396
12,ROIs2017_winter_lc_102_p397
12,ROIs2017_winter_lc_102_p398
12,ROIs2017_winter_lc_102_p399
12,ROIs2017_winter_lc_102_p40
12,ROIs2017_winter_lc_102_p400
12,ROIs2017_winter_lc_102_p401
12,ROIs2017_winter_lc_102_p404
12,ROIs2017_winter_lc_102_p405
12,ROIs2017_winter_lc_102_p406
12,ROIs2017_winter_lc_102_p407
12,ROIs2017_winter_lc_102_p408
12,ROIs2017_winter_lc_102_p409
12,ROIs2017_winter_lc_102_p41
12,ROIs2017_winter_lc_102_p410
12,ROIs2017_winter_lc_102_p411
12,ROIs2017_winter_lc_102_p412
12,ROIs2017_winter_lc_102_p413
12,ROIs2017_winter_lc_102_p414
12,ROIs2017_winter_lc_102_p415
12,ROIs2017_winter_lc_102_p416
12,ROIs2017_winter_lc_102_p417
12,ROIs2017_winter_lc_102_p418
12,ROIs2017_winter_lc_102_p419
12,ROIs2017_winter_lc_102_p42
14,ROIs2017_winter_lc_102_p420
14,ROIs2017_winter_lc_102_p421
14,ROIs2017_winter_lc_102_p422
14,ROIs2017_winter_lc_102_p423
14,ROIs2017_winter_lc_102_p424
12,ROIs2017_winter_lc_102_p425
12,ROIs2017_winter_lc_102_p426
12,ROIs2017_winter_lc_102_p427
12,ROIs2017_winter_lc_102_p428
12,ROIs2017_winter_lc_102_p429
12,ROIs2017_winter_lc_102_p43
12,ROIs2017_winter_lc_102_p430
12,ROIs2017_winter_lc_102_p435
12,ROIs2017_winter_lc_102_p436
12,ROIs2017_winter_lc_102_p437
12,ROIs2017_winter_lc_102_p438
12,ROIs2017_winter_lc_102_p439
12,ROIs2017_winter_lc_102_p44
12,ROIs2017_winter_lc_102_p440
12,ROIs2017_winter_lc_102_p441
12,ROIs2017_winter_lc_102_p442
12,ROIs2017_winter_lc_102_p443
12,ROIs2017_winter_lc_102_p444
12,ROIs2017_winter_lc_102_p445
12,ROIs2017_winter_lc_102_p446
12,ROIs2017_winter_lc_102_p447
12,ROIs2017_winter_lc_102_p448
12,ROIs2017_winter_lc_102_p449
12,ROIs2017_winter_lc_102_p45
12,ROIs2017_winter_lc_102_p450
14,ROIs2017_winter_lc_102_p451
14,ROIs2017_winter_lc_102_p452
14,ROIs2017_winter_lc_102_p453
14,ROIs2017_winter_lc_102_p454
12,ROIs2017_winter_lc_102_p455
12,ROIs2017_winter_lc_102_p456
12,ROIs2017_winter_lc_102_p457
12,ROIs2017_winter_lc_102_p458
12,ROIs2017_winter_lc_102_p459
14,ROIs2017_winter_lc_102_p46
12,ROIs2017_winter_lc_102_p460
12,ROIs2017_winter_lc_102_p466
12,ROIs2017_winter_lc_102_p467
12,ROIs2017_winter_lc_102_p468
12,ROIs2017_winter_lc_102_p469
9,ROIs2017_winter_lc_102_p47
12,ROIs2017_winter_lc_102_p470
12,ROIs2017_winter_lc_102_p471
12,ROIs2017_winter_lc_102_p472
12,ROIs2017_winter_lc_102_p473
12,ROIs2017_winter_lc_102_p474
12,ROIs2017_winter_lc_102_p475
12,ROIs2017_winter_lc_102_p476
12,ROIs2017_winter_lc_102_p477
12,ROIs2017_winter_lc_102_p478
12,ROIs2017_winter_lc_102_p479
12,ROIs2017_winter_lc_102_p48
12,ROIs2017_winter_lc_102_p480
14,ROIs2017_winter_lc_102_p481
14,ROIs2017_winter_lc_102_p482
14,ROIs2017_winter_lc_102_p483
14,ROIs2017_winter_lc_102_p484
12,ROIs2017_winter_lc_102_p485
12,ROIs2017_winter_lc_102_p486
12,ROIs2017_winter_lc_102_p487
12,ROIs2017_winter_lc_102_p488
12,ROIs2017_winter_lc_102_p489
12,ROIs2017_winter_lc_102_p49
12,ROIs2017_winter_lc_102_p490
14,ROIs2017_winter_lc_102_p491
14,ROIs2017_winter_lc_102_p492
12,ROIs2017_winter_lc_102_p497
12,ROIs2017_winter_lc_102_p498
12,ROIs2017_winter_lc_102_p499
12,ROIs2017_winter_lc_102_p50
12,ROIs2017_winter_lc_102_p500
12,ROIs2017_winter_lc_102_p501
12,ROIs2017_winter_lc_102_p502
12,ROIs2017_winter_lc_102_p503
12,ROIs2017_winter_lc_102_p504
12,ROIs2017_winter_lc_102_p505
12,ROIs2017_winter_lc_102_p506
12,ROIs2017_winter_lc_102_p507
12,ROIs2017_winter_lc_102_p508
12,ROIs2017_winter_lc_102_p509
12,ROIs2017_winter_lc_102_p51
12,ROIs2017_winter_lc_102_p510
12,ROIs2017_winter_lc_102_p511
12,ROIs2017_winter_lc_102_p512
12,ROIs2017_winter_lc_102_p513
12,ROIs2017_winter_lc_102_p514
12,ROIs2017_winter_lc_102_p515
12,ROIs2017_winter_lc_102_p516
12,ROIs2017_winter_lc_102_p517
12,ROIs2017_winter_lc_102_p518
12,ROIs2017_winter_lc_102_p519
9,ROIs2017_winter_lc_102_p52
12,ROIs2017_winter_lc_102_p520
12,ROIs2017_winter_lc_102_p521
14,ROIs2017_winter_lc_102_p522
12,ROIs2017_winter_lc_102_p528
12,ROIs2017_winter_lc_102_p529
9,ROIs2017_winter_lc_102_p53
12,ROIs2017_winter_lc_102_p530
12,ROIs2017_winter_lc_102_p531
12,ROIs2017_winter_lc_102_p532
12,ROIs2017_winter_lc_102_p533
12,ROIs2017_winter_lc_102_p534
12,ROIs2017_winter_lc_102_p535
12,ROIs2017_winter_lc_102_p536
12,ROIs2017_winter_lc_102_p537
12,ROIs2017_winter_lc_102_p538
12,ROIs2017_winter_lc_102_p539
9,ROIs2017_winter_lc_102_p54
12,ROIs2017_winter_lc_102_p540
12,ROIs2017_winter_lc_102_p541
12,ROIs2017_winter_lc_102_p542
12,ROIs2017_winter_lc_102_p543
12,ROIs2017_winter_lc_102_p544
12,ROIs2017_winter_lc_102_p545
12,ROIs2017_winter_lc_102_p546
12,ROIs2017_winter_lc_102_p547
12,ROIs2017_winter_lc_102_p548
12,ROIs2017_winter_lc_102_p549
10,ROIs2017_winter_lc_102_p55
12,ROIs2017_winter_lc_102_p550
12,ROIs2017_winter_lc_102_p551
14,ROIs2017_winter_lc_102_p552
14,ROIs2017_winter_lc_102_p553
12,ROIs2017_winter_lc_102_p559
10,ROIs2017_winter_lc_102_p56
12,ROIs2017_winter_lc_102_p560
12,ROIs2017_winter_lc_102_p561
12,ROIs2017_winter_lc_102_p562
12,ROIs2017_winter_lc_102_p563
12,ROIs2017_winter_lc_102_p564
12,ROIs2017_winter_lc_102_p565
12,ROIs2017_winter_lc_102_p566
12,ROIs2017_winter_lc_102_p567
12,ROIs2017_winter_lc_102_p568
12,ROIs2017_winter_lc_102_p569
10,ROIs2017_winter_lc_102_p57
12,ROIs2017_winter_lc_102_p570
13,ROIs2017_winter_lc_102_p571
13,ROIs2017_winter_lc_102_p572
12,ROIs2017_winter_lc_102_p573
12,ROIs2017_winter_lc_102_p574
12,ROIs2017_winter_lc_102_p575
12,ROIs2017_winter_lc_102_p576
12,ROIs2017_winter_lc_102_p577
12,ROIs2017_winter_lc_102_p578
12,ROIs2017_winter_lc_102_p579
10,ROIs2017_winter_lc_102_p58
12,ROIs2017_winter_lc_102_p580
12,ROIs2017_winter_lc_102_p581
14,ROIs2017_winter_lc_102_p582
14,ROIs2017_winter_lc_102_p583
10,ROIs2017_winter_lc_102_p59
12,ROIs2017_winter_lc_102_p590
12,ROIs2017_winter_lc_102_p591
12,ROIs2017_winter_lc_102_p592
12,ROIs2017_winter_lc_102_p593
12,ROIs2017_winter_lc_102_p594
12,ROIs2017_winter_lc_102_p595
12,ROIs2017_winter_lc_102_p596
12,ROIs2017_winter_lc_102_p597
12,ROIs2017_winter_lc_102_p598
12,ROIs2017_winter_lc_102_p599
12,ROIs2017_winter_lc_102_p60
14,ROIs2017_winter_lc_102_p600
13,ROIs2017_winter_lc_102_p601
13,ROIs2017_winter_lc_102_p602
13,ROIs2017_winter_lc_102_p603
12,ROIs2017_winter_lc_102_p604
12,ROIs2017_winter_lc_102_p605
12,ROIs2017_winter_lc_102_p606
12,ROIs2017_winter_lc_102_p607
12,ROIs2017_winter_lc_102_p608
12,ROIs2017_winter_lc_102_p609
12,ROIs2017_winter_lc_102_p614
12,ROIs2017_winter_lc_102_p621
12,ROIs2017_winter_lc_102_p622
12,ROIs2017_winter_lc_102_p623
12,ROIs2017_winter_lc_102_p624
12,ROIs2017_winter_lc_102_p625
12,ROIs2017_winter_lc_102_p626
12,ROIs2017_winter_lc_102_p627
12,ROIs2017_winter_lc_102_p628
12,ROIs2017_winter_lc_102_p629
12,ROIs2017_winter_lc_102_p63
12,ROIs2017_winter_lc_102_p630
14,ROIs2017_winter_lc_102_p631
13,ROIs2017_winter_lc_102_p632
13,ROIs2017_winter_lc_102_p633
13,ROIs2017_winter_lc_102_p634
14,ROIs2017_winter_lc_102_p635
12,ROIs2017_winter_lc_102_p636
12,ROIs2017_winter_lc_102_p637
12,ROIs2017_winter_lc_102_p638
12,ROIs2017_winter_lc_102_p639
12,ROIs2017_winter_lc_102_p64
12,ROIs2017_winter_lc_102_p65
12,ROIs2017_winter_lc_102_p652
12,ROIs2017_winter_lc_102_p653
12,ROIs2017_winter_lc_102_p654
12,ROIs2017_winter_lc_102_p655
12,ROIs2017_winter_lc_102_p656
12,ROIs2017_winter_lc_102_p657
12,ROIs2017_winter_lc_102_p658
12,ROIs2017_winter_lc_102_p659
12,ROIs2017_winter_lc_102_p66
12,ROIs2017_winter_lc_102_p660
12,ROIs2017_winter_lc_102_p661
12,ROIs2017_winter_lc_102_p662
13,ROIs2017_winter_lc_102_p663
13,ROIs2017_winter_lc_102_p664
13,ROIs2017_winter_lc_102_p665
13,ROIs2017_winter_lc_102_p666
12,ROIs2017_winter_lc_102_p667
12,ROIs2017_winter_lc_102_p668
12,ROIs2017_winter_lc_102_p669
12,ROIs2017_winter_lc_102_p67
12,ROIs2017_winter_lc_102_p670
12,ROIs2017_winter_lc_102_p68
12,ROIs2017_winter_lc_102_p683
12,ROIs2017_winter_lc_102_p684
12,ROIs2017_winter_lc_102_p685
12,ROIs2017_winter_lc_102_p686
12,ROIs2017_winter_lc_102_p687
12,ROIs2017_winter_lc_102_p688
12,ROIs2017_winter_lc_102_p689
12,ROIs2017_winter_lc_102_p69
12,ROIs2017_winter_lc_102_p690
12,ROIs2017_winter_lc_102_p691
12,ROIs2017_winter_lc_102_p692
12,ROIs2017_winter_lc_102_p693
12,ROIs2017_winter_lc_102_p694
13,ROIs2017_winter_lc_102_p695
13,ROIs2017_winter_lc_102_p696
13,ROIs2017_winter_lc_102_p697
12,ROIs2017_winter_lc_102_p698
12,ROIs2017_winter_lc_102_p699
12,ROIs2017_winter_lc_102_p70
12,ROIs2017_winter_lc_102_p700
12,ROIs2017_winter_lc_102_p701
12,ROIs2017_winter_lc_102_p71
12,ROIs2017_winter_lc_102_p714
12,ROIs2017_winter_lc_102_p715
12,ROIs2017_winter_lc_102_p716
12,ROIs2017_winter_lc_102_p717
12,ROIs2017_winter_lc_102_p718
12,ROIs2017_winter_lc_102_p719
14,ROIs2017_winter_lc_102_p72
12,ROIs2017_winter_lc_102_p720
12,ROIs2017_winter_lc_102_p721
12,ROIs2017_winter_lc_102_p722
12,ROIs2017_winter_lc_102_p723
12,ROIs2017_winter_lc_102_p724
12,ROIs2017_winter_lc_102_p725
13,ROIs2017_winter_lc_102_p726
13,ROIs2017_winter_lc_102_p727
14,ROIs2017_winter_lc_102_p73
12,ROIs2017_winter_lc_102_p730
12,ROIs2017_winter_lc_102_p731
12,ROIs2017_winter_lc_102_p732
12,ROIs2017_winter_lc_102_p74
12,ROIs2017_winter_lc_102_p746
12,ROIs2017_winter_lc_102_p747
12,ROIs2017_winter_lc_102_p748
12,ROIs2017_winter_lc_102_p749
12,ROIs2017_winter_lc_102_p75
12,ROIs2017_winter_lc_102_p750
12,ROIs2017_winter_lc_102_p751
12,ROIs2017_winter_lc_102_p752
12,ROIs2017_winter_lc_102_p753
12,ROIs2017_winter_lc_102_p754
12,ROIs2017_winter_lc_102_p755
12,ROIs2017_winter_lc_102_p756
12,ROIs2017_winter_lc_102_p757
12,ROIs2017_winter_lc_102_p76
12,ROIs2017_winter_lc_102_p761
12,ROIs2017_winter_lc_102_p762
12,ROIs2017_winter_lc_102_p763
12,ROIs2017_winter_lc_102_p77
12,ROIs2017_winter_lc_102_p772
12,ROIs2017_winter_lc_102_p773
12,ROIs2017_winter_lc_102_p777
12,ROIs2017_winter_lc_102_p778
12,ROIs2017_winter_lc_102_p779
12,ROIs2017_winter_lc_102_p78
12,ROIs2017_winter_lc_102_p780
12,ROIs2017_winter_lc_102_p781
12,ROIs2017_winter_lc_102_p782
12,ROIs2017_winter_lc_102_p783
12,ROIs2017_winter_lc_102_p784
12,ROIs2017_winter_lc_102_p785
12,ROIs2017_winter_lc_102_p786
12,ROIs2017_winter_lc_102_p787
12,ROIs2017_winter_lc_102_p788
12,ROIs2017_winter_lc_102_p789
12,ROIs2017_winter_lc_102_p79
12,ROIs2017_winter_lc_102_p790
12,ROIs2017_winter_lc_102_p791
12,ROIs2017_winter_lc_102_p792
12,ROIs2017_winter_lc_102_p793
12,ROIs2017_winter_lc_102_p794
12,ROIs2017_winter_lc_102_p80
12,ROIs2017_winter_lc_102_p803
12,ROIs2017_winter_lc_102_p804
12,ROIs2017_winter_lc_102_p805
12,ROIs2017_winter_lc_102_p808
12,ROIs2017_winter_lc_102_p809
12,ROIs2017_winter_lc_102_p81
12,ROIs2017_winter_lc_102_p810
12,ROIs2017_winter_lc_102_p811
12,ROIs2017_winter_lc_102_p812
12,ROIs2017_winter_lc_102_p813
12,ROIs2017_winter_lc_102_p814
12,ROIs2017_winter_lc_102_p815
12,ROIs2017_winter_lc_102_p816
12,ROIs2017_winter_lc_102_p817
12,ROIs2017_winter_lc_102_p818
12,ROIs2017_winter_lc_102_p819
12,ROIs2017_winter_lc_102_p82
12,ROIs2017_winter_lc_102_p820
12,ROIs2017_winter_lc_102_p821
12,ROIs2017_winter_lc_102_p822
12,ROIs2017_winter_lc_102_p823
12,ROIs2017_winter_lc_102_p824
12,ROIs2017_winter_lc_102_p825
12,ROIs2017_winter_lc_102_p829
9,ROIs2017_winter_lc_102_p83
12,ROIs2017_winter_lc_102_p830
12,ROIs2017_winter_lc_102_p833
12,ROIs2017_winter_lc_102_p834
12,ROIs2017_winter_lc_102_p835
12,ROIs2017_winter_lc_102_p836
12,ROIs2017_winter_lc_102_p839
9,ROIs2017_winter_lc_102_p84
12,ROIs2017_winter_lc_102_p840
12,ROIs2017_winter_lc_102_p841
12,ROIs2017_winter_lc_102_p842
12,ROIs2017_winter_lc_102_p843
12,ROIs2017_winter_lc_102_p844
12,ROIs2017_winter_lc_102_p845
12,ROIs2017_winter_lc_102_p846
12,ROIs2017_winter_lc_102_p847
12,ROIs2017_winter_lc_102_p848
12,ROIs2017_winter_lc_102_p849
9,ROIs2017_winter_lc_102_p85
12,ROIs2017_winter_lc_102_p850
12,ROIs2017_winter_lc_102_p851
12,ROIs2017_winter_lc_102_p852
12,ROIs2017_winter_lc_102_p853
12,ROIs2017_winter_lc_102_p854
12,ROIs2017_winter_lc_102_p855
12,ROIs2017_winter_lc_102_p856
12,ROIs2017_winter_lc_102_p857
12,ROIs2017_winter_lc_102_p858
12,ROIs2017_winter_lc_102_p859
10,ROIs2017_winter_lc_102_p86
12,ROIs2017_winter_lc_102_p860
12,ROIs2017_winter_lc_102_p861
12,ROIs2017_winter_lc_102_p862
12,ROIs2017_winter_lc_102_p863
12,ROIs2017_winter_lc_102_p864
12,ROIs2017_winter_lc_102_p865
12,ROIs2017_winter_lc_102_p866
12,ROIs2017_winter_lc_102_p867
10,ROIs2017_winter_lc_102_p87
12,ROIs2017_winter_lc_102_p870
12,ROIs2017_winter_lc_102_p871
12,ROIs2017_winter_lc_102_p872
12,ROIs2017_winter_lc_102_p873
12,ROIs2017_winter_lc_102_p874
12,ROIs2017_winter_lc_102_p875
12,ROIs2017_winter_lc_102_p876
12,ROIs2017_winter_lc_102_p877
12,ROIs2017_winter_lc_102_p878
12,ROIs2017_winter_lc_102_p879
10,ROIs2017_winter_lc_102_p88
12,ROIs2017_winter_lc_102_p880
12,ROIs2017_winter_lc_102_p881
12,ROIs2017_winter_lc_102_p882
12,ROIs2017_winter_lc_102_p883
12,ROIs2017_winter_lc_102_p884
12,ROIs2017_winter_lc_102_p885
12,ROIs2017_winter_lc_102_p886
12,ROIs2017_winter_lc_102_p887
12,ROIs2017_winter_lc_102_p888
12,ROIs2017_winter_lc_102_p889
10,ROIs2017_winter_lc_102_p89
12,ROIs2017_winter_lc_102_p890
12,ROIs2017_winter_lc_102_p891
12,ROIs2017_winter_lc_102_p892
12,ROIs2017_winter_lc_102_p893
12,ROIs2017_winter_lc_102_p894
