mode_value,filename
10,ROIs1158_spring_lc_1_p391
9,ROIs1158_spring_lc_1_p392
9,ROIs1158_spring_lc_1_p393
10,ROIs1158_spring_lc_1_p394
10,ROIs1158_spring_lc_1_p395
11,ROIs1158_spring_lc_1_p396
11,ROIs1158_spring_lc_1_p397
10,ROIs1158_spring_lc_1_p398
10,ROIs1158_spring_lc_1_p399
10,ROIs1158_spring_lc_1_p40
11,ROIs1158_spring_lc_1_p400
11,ROIs1158_spring_lc_1_p401
11,ROIs1158_spring_lc_1_p402
11,ROIs1158_spring_lc_1_p403
12,ROIs1158_spring_lc_1_p404
12,ROIs1158_spring_lc_1_p405
9,ROIs1158_spring_lc_1_p407
9,ROIs1158_spring_lc_1_p408
8,ROIs1158_spring_lc_1_p409
8,ROIs1158_spring_lc_1_p41
10,ROIs1158_spring_lc_1_p410
10,ROIs1158_spring_lc_1_p411
9,ROIs1158_spring_lc_1_p412
9,ROIs1158_spring_lc_1_p413
9,ROIs1158_spring_lc_1_p414
9,ROIs1158_spring_lc_1_p415
9,ROIs1158_spring_lc_1_p416
9,ROIs1158_spring_lc_1_p417
9,ROIs1158_spring_lc_1_p418
9,ROIs1158_spring_lc_1_p419
8,ROIs1158_spring_lc_1_p42
9,ROIs1158_spring_lc_1_p420
9,ROIs1158_spring_lc_1_p421
9,ROIs1158_spring_lc_1_p422
10,ROIs1158_spring_lc_1_p423
10,ROIs1158_spring_lc_1_p424
11,ROIs1158_spring_lc_1_p425
11,ROIs1158_spring_lc_1_p426
11,ROIs1158_spring_lc_1_p427
11,ROIs1158_spring_lc_1_p428
11,ROIs1158_spring_lc_1_p429
8,ROIs1158_spring_lc_1_p43
11,ROIs1158_spring_lc_1_p430
11,ROIs1158_spring_lc_1_p431
11,ROIs1158_spring_lc_1_p432
12,ROIs1158_spring_lc_1_p433
12,ROIs1158_spring_lc_1_p434
8,ROIs1158_spring_lc_1_p436
8,ROIs1158_spring_lc_1_p437
8,ROIs1158_spring_lc_1_p438
8,ROIs1158_spring_lc_1_p439
8,ROIs1158_spring_lc_1_p44
9,ROIs1158_spring_lc_1_p440
9,ROIs1158_spring_lc_1_p441
9,ROIs1158_spring_lc_1_p442
9,ROIs1158_spring_lc_1_p443
9,ROIs1158_spring_lc_1_p444
9,ROIs1158_spring_lc_1_p445
9,ROIs1158_spring_lc_1_p446
8,ROIs1158_spring_lc_1_p447
8,ROIs1158_spring_lc_1_p448
9,ROIs1158_spring_lc_1_p449
8,ROIs1158_spring_lc_1_p45
9,ROIs1158_spring_lc_1_p450
9,ROIs1158_spring_lc_1_p451
10,ROIs1158_spring_lc_1_p452
10,ROIs1158_spring_lc_1_p453
10,ROIs1158_spring_lc_1_p454
11,ROIs1158_spring_lc_1_p455
11,ROIs1158_spring_lc_1_p456
11,ROIs1158_spring_lc_1_p457
11,ROIs1158_spring_lc_1_p458
11,ROIs1158_spring_lc_1_p459
8,ROIs1158_spring_lc_1_p46
11,ROIs1158_spring_lc_1_p460
11,ROIs1158_spring_lc_1_p461
11,ROIs1158_spring_lc_1_p462
9,ROIs1158_spring_lc_1_p463
8,ROIs1158_spring_lc_1_p465
8,ROIs1158_spring_lc_1_p466
8,ROIs1158_spring_lc_1_p467
9,ROIs1158_spring_lc_1_p468
9,ROIs1158_spring_lc_1_p469
8,ROIs1158_spring_lc_1_p47
9,ROIs1158_spring_lc_1_p470
9,ROIs1158_spring_lc_1_p471
9,ROIs1158_spring_lc_1_p472
9,ROIs1158_spring_lc_1_p473
12,ROIs1158_spring_lc_1_p474
9,ROIs1158_spring_lc_1_p475
8,ROIs1158_spring_lc_1_p476
10,ROIs1158_spring_lc_1_p477
10,ROIs1158_spring_lc_1_p478
10,ROIs1158_spring_lc_1_p479
8,ROIs1158_spring_lc_1_p48
10,ROIs1158_spring_lc_1_p480
10,ROIs1158_spring_lc_1_p481
10,ROIs1158_spring_lc_1_p482
10,ROIs1158_spring_lc_1_p483
10,ROIs1158_spring_lc_1_p484
11,ROIs1158_spring_lc_1_p485
17,ROIs1158_spring_lc_1_p486
17,ROIs1158_spring_lc_1_p487
11,ROIs1158_spring_lc_1_p488
11,ROIs1158_spring_lc_1_p489
8,ROIs1158_spring_lc_1_p49
11,ROIs1158_spring_lc_1_p490
9,ROIs1158_spring_lc_1_p491
9,ROIs1158_spring_lc_1_p492
8,ROIs1158_spring_lc_1_p494
8,ROIs1158_spring_lc_1_p495
8,ROIs1158_spring_lc_1_p496
9,ROIs1158_spring_lc_1_p497
9,ROIs1158_spring_lc_1_p498
9,ROIs1158_spring_lc_1_p499
9,ROIs1158_spring_lc_1_p50
9,ROIs1158_spring_lc_1_p500
9,ROIs1158_spring_lc_1_p501
9,ROIs1158_spring_lc_1_p502
9,ROIs1158_spring_lc_1_p503
9,ROIs1158_spring_lc_1_p504
10,ROIs1158_spring_lc_1_p505
10,ROIs1158_spring_lc_1_p506
10,ROIs1158_spring_lc_1_p507
10,ROIs1158_spring_lc_1_p508
10,ROIs1158_spring_lc_1_p509
9,ROIs1158_spring_lc_1_p51
10,ROIs1158_spring_lc_1_p510
10,ROIs1158_spring_lc_1_p511
10,ROIs1158_spring_lc_1_p512
10,ROIs1158_spring_lc_1_p513
10,ROIs1158_spring_lc_1_p514
17,ROIs1158_spring_lc_1_p515
17,ROIs1158_spring_lc_1_p516
17,ROIs1158_spring_lc_1_p517
11,ROIs1158_spring_lc_1_p518
11,ROIs1158_spring_lc_1_p519
9,ROIs1158_spring_lc_1_p52
9,ROIs1158_spring_lc_1_p520
9,ROIs1158_spring_lc_1_p521
10,ROIs1158_spring_lc_1_p523
8,ROIs1158_spring_lc_1_p524
9,ROIs1158_spring_lc_1_p525
9,ROIs1158_spring_lc_1_p526
9,ROIs1158_spring_lc_1_p527
9,ROIs1158_spring_lc_1_p528
9,ROIs1158_spring_lc_1_p529
9,ROIs1158_spring_lc_1_p53
9,ROIs1158_spring_lc_1_p530
9,ROIs1158_spring_lc_1_p531
9,ROIs1158_spring_lc_1_p532
10,ROIs1158_spring_lc_1_p533
10,ROIs1158_spring_lc_1_p534
10,ROIs1158_spring_lc_1_p535
10,ROIs1158_spring_lc_1_p536
10,ROIs1158_spring_lc_1_p537
10,ROIs1158_spring_lc_1_p538
10,ROIs1158_spring_lc_1_p539
9,ROIs1158_spring_lc_1_p54
10,ROIs1158_spring_lc_1_p540
10,ROIs1158_spring_lc_1_p541
10,ROIs1158_spring_lc_1_p542
9,ROIs1158_spring_lc_1_p543
11,ROIs1158_spring_lc_1_p544
11,ROIs1158_spring_lc_1_p545
17,ROIs1158_spring_lc_1_p546
17,ROIs1158_spring_lc_1_p547
9,ROIs1158_spring_lc_1_p548
9,ROIs1158_spring_lc_1_p549
9,ROIs1158_spring_lc_1_p55
9,ROIs1158_spring_lc_1_p550
10,ROIs1158_spring_lc_1_p552
8,ROIs1158_spring_lc_1_p553
8,ROIs1158_spring_lc_1_p554
9,ROIs1158_spring_lc_1_p555
9,ROIs1158_spring_lc_1_p556
9,ROIs1158_spring_lc_1_p557
9,ROIs1158_spring_lc_1_p558
9,ROIs1158_spring_lc_1_p559
9,ROIs1158_spring_lc_1_p56
9,ROIs1158_spring_lc_1_p560
10,ROIs1158_spring_lc_1_p561
10,ROIs1158_spring_lc_1_p562
10,ROIs1158_spring_lc_1_p563
10,ROIs1158_spring_lc_1_p564
10,ROIs1158_spring_lc_1_p565
10,ROIs1158_spring_lc_1_p566
11,ROIs1158_spring_lc_1_p567
11,ROIs1158_spring_lc_1_p568
11,ROIs1158_spring_lc_1_p569
9,ROIs1158_spring_lc_1_p57
11,ROIs1158_spring_lc_1_p570
11,ROIs1158_spring_lc_1_p571
11,ROIs1158_spring_lc_1_p572
11,ROIs1158_spring_lc_1_p573
11,ROIs1158_spring_lc_1_p574
17,ROIs1158_spring_lc_1_p575
9,ROIs1158_spring_lc_1_p576
9,ROIs1158_spring_lc_1_p577
9,ROIs1158_spring_lc_1_p578
10,ROIs1158_spring_lc_1_p579
8,ROIs1158_spring_lc_1_p581
8,ROIs1158_spring_lc_1_p582
8,ROIs1158_spring_lc_1_p583
9,ROIs1158_spring_lc_1_p584
9,ROIs1158_spring_lc_1_p585
9,ROIs1158_spring_lc_1_p586
9,ROIs1158_spring_lc_1_p587
9,ROIs1158_spring_lc_1_p588
9,ROIs1158_spring_lc_1_p589
9,ROIs1158_spring_lc_1_p590
10,ROIs1158_spring_lc_1_p591
10,ROIs1158_spring_lc_1_p592
10,ROIs1158_spring_lc_1_p593
10,ROIs1158_spring_lc_1_p594
10,ROIs1158_spring_lc_1_p595
11,ROIs1158_spring_lc_1_p596
11,ROIs1158_spring_lc_1_p597
11,ROIs1158_spring_lc_1_p598
11,ROIs1158_spring_lc_1_p599
8,ROIs1158_spring_lc_1_p60
11,ROIs1158_spring_lc_1_p600
11,ROIs1158_spring_lc_1_p601
11,ROIs1158_spring_lc_1_p602
11,ROIs1158_spring_lc_1_p603
17,ROIs1158_spring_lc_1_p604
17,ROIs1158_spring_lc_1_p605
9,ROIs1158_spring_lc_1_p606
10,ROIs1158_spring_lc_1_p607
10,ROIs1158_spring_lc_1_p608
8,ROIs1158_spring_lc_1_p61
9,ROIs1158_spring_lc_1_p610
8,ROIs1158_spring_lc_1_p611
8,ROIs1158_spring_lc_1_p612
12,ROIs1158_spring_lc_1_p613
9,ROIs1158_spring_lc_1_p614
9,ROIs1158_spring_lc_1_p615
9,ROIs1158_spring_lc_1_p616
9,ROIs1158_spring_lc_1_p617
9,ROIs1158_spring_lc_1_p618
9,ROIs1158_spring_lc_1_p619
8,ROIs1158_spring_lc_1_p62
10,ROIs1158_spring_lc_1_p620
11,ROIs1158_spring_lc_1_p621
11,ROIs1158_spring_lc_1_p622
10,ROIs1158_spring_lc_1_p623
11,ROIs1158_spring_lc_1_p624
11,ROIs1158_spring_lc_1_p625
11,ROIs1158_spring_lc_1_p626
11,ROIs1158_spring_lc_1_p627
11,ROIs1158_spring_lc_1_p628
11,ROIs1158_spring_lc_1_p629
8,ROIs1158_spring_lc_1_p63
11,ROIs1158_spring_lc_1_p630
11,ROIs1158_spring_lc_1_p631
11,ROIs1158_spring_lc_1_p632
17,ROIs1158_spring_lc_1_p633
17,ROIs1158_spring_lc_1_p634
9,ROIs1158_spring_lc_1_p635
12,ROIs1158_spring_lc_1_p636
12,ROIs1158_spring_lc_1_p637
9,ROIs1158_spring_lc_1_p639
10,ROIs1158_spring_lc_1_p64
8,ROIs1158_spring_lc_1_p640
10,ROIs1158_spring_lc_1_p641
12,ROIs1158_spring_lc_1_p642
9,ROIs1158_spring_lc_1_p643
9,ROIs1158_spring_lc_1_p644
9,ROIs1158_spring_lc_1_p645
9,ROIs1158_spring_lc_1_p646
9,ROIs1158_spring_lc_1_p647
9,ROIs1158_spring_lc_1_p648
12,ROIs1158_spring_lc_1_p649
10,ROIs1158_spring_lc_1_p65
10,ROIs1158_spring_lc_1_p650
11,ROIs1158_spring_lc_1_p651
11,ROIs1158_spring_lc_1_p652
11,ROIs1158_spring_lc_1_p653
11,ROIs1158_spring_lc_1_p654
11,ROIs1158_spring_lc_1_p655
12,ROIs1158_spring_lc_1_p656
11,ROIs1158_spring_lc_1_p657
11,ROIs1158_spring_lc_1_p658
11,ROIs1158_spring_lc_1_p659
10,ROIs1158_spring_lc_1_p66
11,ROIs1158_spring_lc_1_p660
17,ROIs1158_spring_lc_1_p661
17,ROIs1158_spring_lc_1_p662
17,ROIs1158_spring_lc_1_p663
17,ROIs1158_spring_lc_1_p664
10,ROIs1158_spring_lc_1_p665
17,ROIs1158_spring_lc_1_p666
9,ROIs1158_spring_lc_1_p668
9,ROIs1158_spring_lc_1_p669
10,ROIs1158_spring_lc_1_p67
8,ROIs1158_spring_lc_1_p670
9,ROIs1158_spring_lc_1_p671
9,ROIs1158_spring_lc_1_p672
9,ROIs1158_spring_lc_1_p673
9,ROIs1158_spring_lc_1_p674
9,ROIs1158_spring_lc_1_p675
9,ROIs1158_spring_lc_1_p676
12,ROIs1158_spring_lc_1_p677
12,ROIs1158_spring_lc_1_p678
12,ROIs1158_spring_lc_1_p679
10,ROIs1158_spring_lc_1_p68
12,ROIs1158_spring_lc_1_p680
11,ROIs1158_spring_lc_1_p681
11,ROIs1158_spring_lc_1_p682
11,ROIs1158_spring_lc_1_p683
11,ROIs1158_spring_lc_1_p684
9,ROIs1158_spring_lc_1_p685
11,ROIs1158_spring_lc_1_p686
11,ROIs1158_spring_lc_1_p687
11,ROIs1158_spring_lc_1_p688
11,ROIs1158_spring_lc_1_p689
10,ROIs1158_spring_lc_1_p69
17,ROIs1158_spring_lc_1_p690
17,ROIs1158_spring_lc_1_p691
17,ROIs1158_spring_lc_1_p692
17,ROIs1158_spring_lc_1_p693
17,ROIs1158_spring_lc_1_p694
17,ROIs1158_spring_lc_1_p695
9,ROIs1158_spring_lc_1_p697
9,ROIs1158_spring_lc_1_p698
9,ROIs1158_spring_lc_1_p699
8,ROIs1158_spring_lc_1_p70
9,ROIs1158_spring_lc_1_p700
9,ROIs1158_spring_lc_1_p701
9,ROIs1158_spring_lc_1_p702
9,ROIs1158_spring_lc_1_p703
9,ROIs1158_spring_lc_1_p704
9,ROIs1158_spring_lc_1_p705
12,ROIs1158_spring_lc_1_p706
12,ROIs1158_spring_lc_1_p707
12,ROIs1158_spring_lc_1_p708
12,ROIs1158_spring_lc_1_p709
8,ROIs1158_spring_lc_1_p71
12,ROIs1158_spring_lc_1_p710
9,ROIs1158_spring_lc_1_p711
11,ROIs1158_spring_lc_1_p712
11,ROIs1158_spring_lc_1_p713
9,ROIs1158_spring_lc_1_p714
9,ROIs1158_spring_lc_1_p715
11,ROIs1158_spring_lc_1_p716
9,ROIs1158_spring_lc_1_p717
17,ROIs1158_spring_lc_1_p718
17,ROIs1158_spring_lc_1_p719
8,ROIs1158_spring_lc_1_p72
17,ROIs1158_spring_lc_1_p720
17,ROIs1158_spring_lc_1_p721
17,ROIs1158_spring_lc_1_p722
17,ROIs1158_spring_lc_1_p723
17,ROIs1158_spring_lc_1_p724
9,ROIs1158_spring_lc_1_p726
9,ROIs1158_spring_lc_1_p727
9,ROIs1158_spring_lc_1_p728
9,ROIs1158_spring_lc_1_p729
8,ROIs1158_spring_lc_1_p73
9,ROIs1158_spring_lc_1_p730
9,ROIs1158_spring_lc_1_p731
9,ROIs1158_spring_lc_1_p732
9,ROIs1158_spring_lc_1_p733
9,ROIs1158_spring_lc_1_p734
9,ROIs1158_spring_lc_1_p735
9,ROIs1158_spring_lc_1_p736
12,ROIs1158_spring_lc_1_p737
12,ROIs1158_spring_lc_1_p738
12,ROIs1158_spring_lc_1_p739
8,ROIs1158_spring_lc_1_p74
12,ROIs1158_spring_lc_1_p740
9,ROIs1158_spring_lc_1_p741
10,ROIs1158_spring_lc_1_p742
17,ROIs1158_spring_lc_1_p743
17,ROIs1158_spring_lc_1_p744
17,ROIs1158_spring_lc_1_p745
17,ROIs1158_spring_lc_1_p746
17,ROIs1158_spring_lc_1_p747
17,ROIs1158_spring_lc_1_p748
17,ROIs1158_spring_lc_1_p749
8,ROIs1158_spring_lc_1_p75
17,ROIs1158_spring_lc_1_p750
17,ROIs1158_spring_lc_1_p751
17,ROIs1158_spring_lc_1_p752
17,ROIs1158_spring_lc_1_p753
9,ROIs1158_spring_lc_1_p755
9,ROIs1158_spring_lc_1_p756
9,ROIs1158_spring_lc_1_p757
9,ROIs1158_spring_lc_1_p758
9,ROIs1158_spring_lc_1_p759
9,ROIs1158_spring_lc_1_p76
9,ROIs1158_spring_lc_1_p760
9,ROIs1158_spring_lc_1_p761
9,ROIs1158_spring_lc_1_p762
9,ROIs1158_spring_lc_1_p763
9,ROIs1158_spring_lc_1_p764
9,ROIs1158_spring_lc_1_p765
9,ROIs1158_spring_lc_1_p766
12,ROIs1158_spring_lc_1_p767
12,ROIs1158_spring_lc_1_p768
12,ROIs1158_spring_lc_1_p769
9,ROIs1158_spring_lc_1_p77
10,ROIs1158_spring_lc_1_p770
17,ROIs1158_spring_lc_1_p771
17,ROIs1158_spring_lc_1_p772
17,ROIs1158_spring_lc_1_p773
17,ROIs1158_spring_lc_1_p774
17,ROIs1158_spring_lc_1_p775
17,ROIs1158_spring_lc_1_p776
17,ROIs1158_spring_lc_1_p777
